0    ,age,two_year_recid,c_charge_degree,race            ,sex   ,priors_count,length_of_stay,score
9681 ,23 ,1             ,F              ,African-American,Male  ,5           ,1             ,1
6376 ,60 ,0             ,F              ,African-American,Male  ,2           ,0             ,1
288  ,39 ,1             ,F              ,Other           ,Male  ,0           ,0             ,1
10581,21 ,1             ,M              ,African-American,Male  ,1           ,1             ,1
9515 ,26 ,0             ,F              ,African-American,Male  ,1           ,0             ,1
6335 ,25 ,0             ,M              ,African-American,Male  ,0           ,0             ,1
10317,62 ,0             ,M              ,African-American,Male  ,0           ,0             ,1
4006 ,54 ,0             ,F              ,Other           ,Male  ,1           ,0             ,1
2170 ,21 ,0             ,F              ,African-American,Male  ,1           ,0             ,0
2714 ,45 ,0             ,M              ,Other           ,Male  ,1           ,26            ,1
1448 ,23 ,0             ,M              ,Other           ,Male  ,0           ,2             ,1
2108 ,21 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
3358 ,40 ,0             ,F              ,African-American,Male  ,1           ,1             ,1
2105 ,51 ,0             ,F              ,Other           ,Male  ,1           ,17            ,1
2594 ,49 ,0             ,F              ,African-American,Male  ,1           ,24            ,1
8731 ,39 ,1             ,F              ,Other           ,Male  ,0           ,2             ,1
6161 ,31 ,0             ,F              ,African-American,Male  ,6           ,41            ,1
6398 ,42 ,0             ,M              ,Other           ,Female,0           ,1             ,1
8936 ,27 ,0             ,M              ,African-American,Male  ,0           ,1             ,1
8642 ,61 ,0             ,F              ,Other           ,Male  ,4           ,118           ,1
6705 ,30 ,0             ,M              ,Other           ,Female,0           ,0             ,0
8119 ,27 ,0             ,F              ,African-American,Male  ,2           ,1             ,1
381  ,23 ,1             ,F              ,Other           ,Male  ,1           ,1             ,1
9394 ,29 ,0             ,F              ,Other           ,Male  ,4           ,0             ,0
720  ,51 ,0             ,F              ,Other           ,Male  ,0           ,35            ,1
9131 ,20 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
5698 ,34 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
3423 ,33 ,0             ,F              ,Other           ,Female,2           ,0             ,1
9248 ,61 ,0             ,F              ,African-American,Male  ,25          ,1             ,1
5137 ,38 ,1             ,F              ,African-American,Female,3           ,0             ,1
9729 ,39 ,1             ,F              ,African-American,Female,0           ,57            ,1
7587 ,31 ,1             ,M              ,African-American,Male  ,6           ,0             ,0
3843 ,56 ,1             ,M              ,Other           ,Female,2           ,49            ,1
5147 ,22 ,1             ,F              ,Other           ,Male  ,0           ,6             ,1
4290 ,29 ,0             ,M              ,African-American,Male  ,1           ,0             ,1
6106 ,27 ,0             ,F              ,African-American,Male  ,7           ,4             ,1
5203 ,20 ,1             ,F              ,African-American,Male  ,1           ,0             ,1
2399 ,32 ,1             ,M              ,Other           ,Male  ,2           ,0             ,1
10737,69 ,0             ,F              ,Other           ,Female,5           ,1             ,1
1344 ,51 ,0             ,F              ,African-American,Male  ,3           ,1             ,1
5826 ,45 ,0             ,F              ,Other           ,Male  ,0           ,37            ,1
6242 ,54 ,0             ,M              ,Other           ,Female,0           ,29            ,1
9253 ,40 ,0             ,F              ,Other           ,Male  ,4           ,1             ,1
6301 ,33 ,1             ,F              ,African-American,Male  ,1           ,0             ,1
3284 ,37 ,1             ,F              ,Other           ,Male  ,11          ,0             ,0
10703,43 ,0             ,F              ,African-American,Male  ,23          ,102           ,1
4934 ,26 ,0             ,M              ,Other           ,Male  ,0           ,1             ,1
10932,37 ,0             ,F              ,African-American,Male  ,4           ,1             ,1
3997 ,34 ,1             ,F              ,African-American,Male  ,0           ,241           ,1
10261,30 ,0             ,F              ,African-American,Male  ,2           ,16            ,1
522  ,37 ,0             ,F              ,Other           ,Male  ,0           ,19            ,1
3129 ,56 ,0             ,F              ,African-American,Male  ,1           ,0             ,1
2556 ,23 ,0             ,F              ,African-American,Male  ,0           ,0             ,1
8939 ,26 ,0             ,M              ,African-American,Female,1           ,0             ,1
7386 ,23 ,1             ,F              ,African-American,Male  ,2           ,2             ,1
9448 ,46 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
1130 ,30 ,1             ,F              ,Other           ,Male  ,22          ,3             ,1
1004 ,23 ,1             ,M              ,Other           ,Male  ,2           ,19            ,1
7373 ,40 ,1             ,F              ,African-American,Male  ,15          ,72            ,0
8889 ,36 ,0             ,F              ,Other           ,Male  ,1           ,0             ,1
1331 ,23 ,1             ,F              ,African-American,Male  ,6           ,135           ,0
8215 ,48 ,0             ,M              ,Other           ,Male  ,0           ,9             ,1
3836 ,48 ,0             ,F              ,Other           ,Male  ,0           ,27            ,1
6046 ,49 ,0             ,F              ,African-American,Male  ,13          ,0             ,1
785  ,26 ,0             ,M              ,African-American,Female,0           ,1             ,1
8059 ,58 ,0             ,M              ,Other           ,Male  ,10          ,0             ,1
2209 ,28 ,1             ,F              ,Other           ,Male  ,3           ,1             ,1
4933 ,37 ,0             ,F              ,African-American,Male  ,14          ,1             ,0
5209 ,26 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
978  ,30 ,0             ,F              ,African-American,Male  ,0           ,2             ,1
3788 ,39 ,0             ,F              ,Other           ,Male  ,0           ,-1            ,1
6140 ,34 ,0             ,F              ,African-American,Male  ,0           ,1             ,0
7540 ,31 ,1             ,F              ,African-American,Male  ,6           ,1             ,0
1438 ,26 ,0             ,F              ,Other           ,Female,0           ,0             ,1
7469 ,31 ,1             ,F              ,African-American,Male  ,4           ,4             ,1
5188 ,27 ,1             ,F              ,African-American,Male  ,9           ,0             ,1
1088 ,62 ,0             ,F              ,Other           ,Male  ,0           ,2             ,1
641  ,29 ,1             ,M              ,Other           ,Male  ,0           ,5             ,1
10195,27 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
1850 ,32 ,1             ,F              ,African-American,Male  ,4           ,414           ,1
863  ,40 ,0             ,F              ,Other           ,Male  ,5           ,0             ,1
6013 ,29 ,0             ,F              ,Other           ,Male  ,2           ,22            ,1
8618 ,39 ,0             ,F              ,Other           ,Female,2           ,6             ,1
5801 ,51 ,1             ,F              ,Other           ,Male  ,6           ,2             ,1
6592 ,59 ,0             ,M              ,Other           ,Female,0           ,0             ,1
